0 Ex,0 Ey,2 Ex,2 Ey,4 Ex,4 Ey,6 Ex,6 Ey,8 Ex,8 Ey,10 Ex,10 Ey,12 Ex,12 Ey,14 Ex,14 Ey,16 Ex,16 Ey,18 Ex,18 Ey,20 Ex,20 Ey,22 Ex,22 Ey,24 Ex,24 Ey,26 Ex,26 Ey,28 Ex,28 Ey,30 Ex,30 Ey,32 Ex,32 Ey,34 Ex,34 Ey,36 Ex,36 Ey,38 Ex,38 Ey,40 Ex,40 Ey,42 Ex,42 Ey,44 Ex,44 Ey,46 Ex,46 Ey,48 Ex,48 Ey
(2.816898849028294e-13+5.054377055779824e-13j),(0.9999999999994494+1.3308798507694064e-14j),(-0.006978461943768031-9.152181995506631e-05j),(0.9999756307048459-0.00017517995263096383j),(-0.013948402644357346-0.0005640135606065581j),(0.9999025240087569+0.0002577444401207496j),(-0.020921821422098585-9.358513753849468e-06j),(0.9997806834742983-0.0009285749167684755j),(-0.027857915894393875+0.001671517972599743j),(0.9996101150398108-0.0008720428350265305j),(-0.03489360937001872+0.0002569786404871908j),(0.9993908270185659+0.0005872453971463025j),(-0.04187249700959211+0.0005115805027629123j),(0.9991228300983275-5.1524617959653775e-05j),(-0.048777775221277145+0.0015748558377746205j),(0.9988061373408991+0.0021327171888958166j),(-0.055811023351282574-0.0010507757135313571j),(0.9984407641814607+0.00025683170649720526j),(-0.06278738611958982+0.0006190308061580226j),(0.9980267284277032-0.00010142950864010496j),(-0.06973686325454143+0.0006131872671320832j),(0.9975640502593024+0.0015360774517711577j),(-0.07669012111975013+0.0001352987766355413j),(0.9970527522263741-0.002101497941356983j),(-0.08357720736586598+0.0008944799842227902j),(0.9964928592489284-0.004003970440133984j),(-0.09054990226449325+0.0038200640811731964j),(0.9958843986153993-0.0006220158067767115j),(-0.09750402311673427-0.003513508220428321j),(0.9952273999812787-0.0017444372903723873j),(-0.10437698241541539+0.0026666657325951325j),(0.9945218953678239+0.0049531877226850676j),(-0.11125976549040173+0.0035584096574829173j),(0.993767919160092+0.0058245300978721735j),(-0.11829301319550854+0.00017253721033077402j),(0.992965508106033+0.0051218132214649725j),(-0.12491595980218817-0.009876138753654739j),(0.992114701313872-0.002623796070709186j),(-0.13217632678162547+0.0033713793661981784j),(0.9912155402510126+0.003131326154908312j),(-0.139164460504982+0.00043164643517038404j),(0.9902680687410768+0.001489511467195274j),(-0.14582783750534675+0.006066532337035642j),(0.9892723329623322-0.006139236766550461j),(-0.15290320148063347-0.002361743740470169j),(0.9882283814460359-0.0044383833685868335j),(-0.1598748522388352+0.0010875592665158165j),(0.9871362650725592+0.0009181579205241553j),(-0.16666150265527918+0.0030623315470822594j),(0.9859960370700215+0.005136198914426247j)
(-1.6664023474812094e-14+5.357346510859173e-13j),(0.9999999999994466+2.088884620832232e-13j),(-0.006972910894386423-0.00015644473061468198j),(0.9999756307048536+0.0003033711515852775j),(-0.013957020738011599+0.00019881448020028086j),(0.9999025240087734+0.0003233028489562388j),(-0.02092081198582271+0.0007353782608699976j),(0.9997806834743093+0.0006031543984379301j),(-0.027904914450610784-0.000860911064797451j),(0.9996101150398197+0.00043873753259436425j),(-0.03485244136750911+0.0016938240152502525j),(0.9993908270185372-0.0006427760474067151j),(-0.04186439762301282+0.00010863827229838814j),(0.9991228300983283+0.0009647717903727245j),(-0.04881315695332796+0.0010709595392265382j),(0.9988061373408936+0.0015584489070625453j),(-0.05577733156431699-0.0007765241441732608j),(0.9984407641814581+0.0020800753523787102j),(-0.06266605076200323-0.00391026893118872j),(0.9980267284276884-0.0005702820379420159j),(-0.06975626040773357+0.00014800545777696997j),(0.9975640502592983-8.864245850203289e-05j),(-0.076649491744153+0.0004066834615172911j),(0.9970527522263642+0.003240262434858302j),(-0.08350607471850546+0.005171153838375104j),(0.9964928592489423-0.0014057445887693844j),(-0.09057132989913337-0.003331228655462845j),(0.9958843986154144+4.134313588668309e-05j),(-0.09751593172629133-0.0034552055612584367j),(0.9952273999812672-0.0010615740778899402j),(-0.10449017807825804-0.0010878969316160444j),(0.9945218953676457-0.0026112829568507145j),(-0.11144431156007922+0.001991580892331777j),(0.9937679191600766+0.0012336424185031732j),(-0.11837937541833873-0.002314882905878332j),(0.9929655081060639+0.0006815447639343056j),(-0.12530159780037145-0.0002404351759555199j),(0.9921147013139724+0.002805568604700223j),(-0.13220809097552666-0.0032814172249735563j),(0.9912155402510158-0.0014162434044775653j),(-0.13904541641152168+0.004396696692392453j),(0.9902680687411101+0.004024085464204243j),(-0.14596628827692132-0.003080709727704075j),(0.9892723329623699-0.004960156079381793j),(-0.15292555938184887+0.0005879746625228506j),(0.9882283814460521+0.004253666296143234j),(-0.15949227475330785+0.005746456294603384j),(0.9871362650725838+0.009549173341280222j),(-0.1665121603820494+0.0017788390068930182j),(0.985996037069805-0.009074748384595292j)
(-3.1809350331836105e-13+3.47572665093665e-13j),(0.9999999999994668+6.169925681476229e-13j),(-0.0069779591251488875-0.0001297296987272968j),(0.9999756307048571-0.00017103215390108263j),(-0.01392101350087273-0.0010093969222223446j),(0.9999025240087509-0.00035913897173364684j),(-0.02092484764988111-0.000359040903406483j),(0.9997806834742964-0.0007789679313596459j),(-0.027903233067122682-0.0003670082888082432j),(0.9996101150398315+0.0009448800485428307j),(-0.03484406291106164-0.00034132734703319276j),(0.9993908270185462+0.0019364001587288343j),(-0.04187128244130901+0.0005564386454628952j),(0.9991228300982986-0.00023760897946815875j),(-0.048848576440748755+0.00016212071200130814j),(0.9988061373408905-0.00030050900305571043j),(-0.05555062376471931-0.0033929739713321194j),(0.9984407641814814+0.00431929931914311j),(-0.06268551686949354-0.003629482837383127j),(0.9980267284277224+4.660390504548223e-05j),(-0.069729487687706-0.001905348775763028j),(0.9975640502593063-0.0003658169208633835j),(-0.07665444313493698-0.0022875491226904826j),(0.9970527522263968+0.0021616529222206558j),(-0.08363946439592752+0.0013927278600362608j),(0.9964928592489786+0.0021170189858021986j),(-0.09055228165725016+0.0013599718371314906j),(0.9958843986154434+0.003563615657001146j),(-0.0974037933309642-0.005866908867035926j),(0.995227399981339+0.000709048926505175j),(-0.10449957103138607-0.0014891925233313542j),(0.9945218953677123+0.0019548895141515733j),(-0.11143174793842654+0.001661639397406373j),(0.993767919160062-0.0023510323486726917j),(-0.11830390490844434+0.0010351439070953351j),(0.9929655081059147-0.004755446496169861j),(-0.12532124153617769+0.0017125956653734123j),(0.9921147013139039-0.00026994745207423437j),(-0.13206444944269005+0.006643292726550698j),(0.9912155402510456+0.002569166961245782j),(-0.13910451478553693+0.003021547210350516j),(0.9902680687409714-0.0031553525416881095j),(-0.14601832598720219-0.0034172325408677387j),(0.9892723329625356-0.002687420961111412j),(-0.1525628277488044-0.0007872819972271558j),(0.9882283814459144-0.011341511364145228j),(-0.15987481888542923-0.0008523773503841259j),(0.9871362650725742+0.0011445159145063882j),(-0.16663530789780906+0.0027372216753713957j),(0.985996037069913-0.006082488029174459j)
(2.7835889180966133e-13-2.132651694131127e-13j),(0.9999999999994579-1.8716929048312458e-13j),(-0.006975570456653061-4.3067814514245045e-05j),(0.9999756307048594+0.00027849112778586095j),(-0.01394576599408309+0.0006498690513753362j),(0.9999025240087408-0.00018910550326734638j),(-0.020941645186796934+0.00010678123257305654j),(0.9997806834743042+0.00014506969402391197j),(-0.027910134071685643-0.0006910871065707582j),(0.9996101150398111-0.00040586170954514875j),(-0.03488937720408695-0.00019851924619064543j),(0.9993908270185464-0.0008165895675462001j),(-0.04180124577938093-0.002425840234530809j),(0.9991228300983173-0.0005844019982257677j),(-0.04882421426572416+0.001390030712441856j),(0.9988061373408855-0.0007509494361768575j),(-0.05581442886495158+0.0006208122906405508j),(0.9984407641814544-0.0006360363548373101j),(-0.06265008525968752-0.0041859732632942015j),(0.998026728427796+0.0003062473066203289j),(-0.06964787446808013-0.0038662711614824673j),(0.9975640502592747+0.0004372168741746778j),(-0.07669123370928499+0.0014394503363956007j),(0.9970527522263805+0.0014805173293597172j),(-0.08360492215057452-0.002543924828051833j),(0.9964928592489201-0.002393094958264305j),(-0.09054417206551789-0.003975011292060802j),(0.9958843986154382+0.0004656001099334478j),(-0.09750908208878141-0.0031216576041911154j),(0.9952273999812288-0.002157890062744817j),(-0.10446000366746894-0.001234093787991504j),(0.9945218953676326-0.0035755110957348558j),(-0.11136088002114648-0.0013561234520960523j),(0.9937679191600747+0.004715737192562306j),(-0.11825681838294425+0.0014683820045919664j),(0.9929655081060611+0.005715633894775297j),(-0.1253194929395575+0.0012662230005800988j),(0.9921147013139129-0.001356762462706355j),(-0.13202834085724113+0.007069803248699515j),(0.9912155402511111+0.0032074688015584496j),(-0.139071599387703-0.00027060576481026735j),(0.9902680687410771+0.005307452023197812j),(-0.14605463817098857-0.002289711980504967j),(0.9892723329624785-0.0017467460211855303j),(-0.15280073472682665-0.0027922426987888743j),(0.988228381445904-0.006986054063650254j),(-0.15981880033050563+0.0015385068085706707j),(0.9871362650725309+0.004192640610317088j),(-0.1667500043905529+0.0010850710756346764j),(0.9859960370699895-0.00225245148340174j)
(-2.1197478068284643e-13+9.236118814204275e-13j),(0.9999999999994543-1.2274903316011887e-13j),(-0.00697579287263432-0.00018936488259828008j),(0.9999756307048547-0.00020112207984180654j),(-0.013961621160362718-7.143452352181053e-05j),(0.9999025240087693+0.00010252555534229213j),(-0.020916186611223856-0.0009759822328559344j),(0.9997806834742828-0.00038150614528950286j),(-0.02789863645444586-0.0008716303533697917j),(0.9996101150397876-0.0007240535725056459j),(-0.03489173216973199+4.054530416080018e-05j),(0.9993908270185654+0.0007350185913339179j),(-0.04170185970341212+0.0029554989340909756j),(0.9991228300983473+0.0024063039072309902j),(-0.048805015959541995-0.0012707635642909172j),(0.9988061373408595-0.0016599958735019852j),(-0.05581017459091728-0.0011229886662572086j),(0.99844076418144-6.105979013170011e-05j),(-0.06276491444951714+0.0008654487437523197j),(0.9980267284277353-0.0015703042214261897j),(-0.0697402313380448-0.0013116127392896531j),(0.9975640502592829+0.0007385351327602978j),(-0.07671107171121923-0.0007747353461034631j),(0.99705275222634+0.000787742881099388j),(-0.0836762818375769-0.0004029455896752054j),(0.9964928592489448-0.00031457505353913156j),(-0.09062353917762028-0.000746116229223619j),(0.9958843986154343-0.0010402166975553746j),(-0.09755315853793937+0.001710129348410202j),(0.9952273999813245+0.001696774061063137j),(-0.10451503802126548-0.0004395822280344689j),(0.9945218953676943+0.0016165481880988874j),(-0.11142232704424368-0.0017267789683076667j),(0.9937679191600182-0.002721418327523451j),(-0.11839622024979532+0.0008728709897459896j),(0.9929655081060277-0.0010357786643663005j),(-0.12507996314957734-0.006072987217607895j),(0.992114701313929-0.005151803609811437j),(-0.13203133795456998+0.007643852522533388j),(0.9912155402509324-0.0010247343496264903j),(-0.13913293140512312+0.002949844301282657j),(0.9902680687410444-0.0015741181602260575j),(-0.14590981721304538+0.002681127864897964j),(0.9892723329625958+0.006586958926238299j),(-0.1529097079296855-0.002701097349048118j),(0.988228381445987+0.003998924544757148j),(-0.15971114316961318+0.00451047703523683j),(0.9871362650724115+0.005830996667695593j),(-0.1663709197922535-0.010302420786299785j),(0.9859960370699313-0.005137319799080321j)
(5.087500582039972e-13+7.904232823818802e-13j),(0.9999999999994621+6.233537991340299e-13j),(-0.006972013311600023+0.000323661450878936j),(0.9999756307048552+0.00015578507694979232j),(-0.013959679880716768-0.00024784050791885935j),(0.9999025240087557-9.161084450334464e-05j),(-0.02088019850134064-0.0015482109854319526j),(0.9997806834743103+0.00045310467304516405j),(-0.027917533348868866-0.0004683435691348256j),(0.9996101150398097+9.947374983826536e-05j),(-0.03486397641990234+0.001437998218461316j),(0.9993908270185679-0.0006404524771700601j),(-0.041845169016672464-0.0014123030617394818j),(0.9991228300983158+0.0007467297189464837j),(-0.04867039260802071-0.0005274949791019001j),(0.9988061373409328+0.004149053078500714j),(-0.055776950712026305+0.002175847497253082j),(0.998440764181426-0.00048772599697781763j),(-0.06277114999306534+0.0015540666656826247j),(0.9980267284277258-0.00013018495671255313j),(-0.06971272566514233-0.0011823057353727278j),(0.9975640502592509-0.0021687929254779505j),(-0.07663990787999227+0.000857643808755703j),(0.9970527522263993+0.003376128540670828j),(-0.0835401804498938-0.004274445464063198j),(0.9964928592489369-0.0021791813054326398j),(-0.09051606278763148-0.002545089233131251j),(0.9958843986153985-0.0038248518383620003j),(-0.09748031508968198-0.004435118534140554j),(0.9952273999812471-0.0005832830181300708j),(-0.1044905614203395+0.00010604553523203136j),(0.9945218953676735-0.002812643172665026j),(-0.11138309264326592-0.001130125064265592j),(0.9937679191600178-0.004225202698094472j),(-0.11838361254827999+0.0008752570783639602j),(0.9929655081059773-0.002013433836665453j),(-0.12523793728327787-0.0028875581971226135j),(0.9921147013139845+0.003942145131969365j),(-0.13194092521841622+0.003511446668103626j),(0.9912155402511255+0.008427025476956935j),(-0.13879109293694616-0.009270745815793005j),(0.9902680687410681+0.004498646922061259j),(-0.14589219278527044+0.004670550577980766j),(0.9892723329624579-0.005822823673166312j),(-0.15297472127652315+0.0007728020593452088j),(0.9882283814459928-0.0016743747706782876j),(-0.159802432810064-0.00385244296865294j),(0.9871362650723885-0.00321486065184335j),(-0.16675907498793907+0.0013797250438250443j),(0.9859960370700501+0.0011498473975944741j)
(9.1853963116216e-14-5.233192351683513e-13j),(0.9999999999994622-7.631430209986689e-13j),(-0.006955509445093053-0.0002472221808660427j),(0.999975630704848-0.0005456783940427021j),(-0.013960008240105827+0.00021759432010764676j),(0.9999025240087484-0.0001153363722858668j),(-0.02092072258539964-0.0006681213149231577j),(0.9997806834742827-0.0006796550815628653j),(-0.02781082575466945-0.0022390851385025723j),(0.9996101150397867-0.0010781361841440615j),(-0.03484789906365289+0.0007381876672759094j),(0.999390827018543-0.0017475353879354664j),(-0.04183264806774704+0.0002867566312194335j),(0.9991228300982902-0.0018755536683632995j),(-0.04868858482646779-0.002349454964414209j),(0.9988061373408516-0.0031940222484790337j),(-0.05581559273462687-0.000599196670327774j),(0.9984407641814405-0.0005486262169123249j),(-0.06270953435254883-0.0018445042246404697j),(0.9980267284277744+0.002600278471954775j),(-0.06971174388927022-0.0024739949759303237j),(0.9975640502592908+0.0003431354919520187j),(-0.07669523371614172-0.001875711312570607j),(0.997052752226406-0.0003634679588860844j),(-0.08360260718928779+0.0001454856082343907j),(0.996492859249038+0.0035446254622510504j),(-0.09063114665212794-0.00023925940502192216j),(0.9958843986153568+0.00045011654135043494j),(-0.09754394716426046-0.0003978780061410503j),(0.9952273999813414+0.0027280744146594756j),(-0.10428215452306458+0.003987066353982983j),(0.9945218953678487+0.0059611393828436915j),(-0.11133588461048412+0.005444588941772144j),(0.9937679191600811+9.819094176022336e-06j),(-0.11817499051847621-0.0064996050705802225j),(0.9929655081060672+0.003453470782031995j),(-0.12533312314354633-3.1836261595590714e-05j),(0.9921147013138961+0.0001632950743929924j),(-0.13220246591260942+7.92922900363785e-05j),(0.9912155402509858-0.003775510986981102j),(-0.13912063546556036+0.003808400555791349j),(0.9902680687410089+0.00031129360878949j),(-0.14599028163669783+0.004080232820135253j),(0.9892723329624666+0.003231191993366179j),(-0.1526066033961887-0.0029193665319384374j),(0.9882283814461503+0.010361853219908273j),(-0.1595203160873013+0.009450908780409047j),(0.9871362650725339+0.005093452283849002j),(-0.16673517997546483+0.0024903163979127204j),(0.9859960370699112-0.002234494150600848j)
(-3.7228593252711935e-13-7.791271425770796e-13j),(0.9999999999994541-1.9466719902716534e-13j),(-0.006970481845227722+0.00033654749917344864j),(0.9999756307048573+0.00019264985936711526j),(-0.013951847929223006+0.0004985544795250993j),(0.9999025240087515-0.00019965625928982864j),(-0.020915836031673792+0.00030144057551298453j),(0.9997806834742986-0.0010108843928639854j),(-0.027802005077391185+0.0013723072734314473j),(0.999610115039843+0.0021870517534537566j),(-0.034893994740178985-0.0006159491070721134j),(0.9993908270185479-6.788118820729057e-05j),(-0.04182027991147017+0.0015240611927074266j),(0.9991228300983331+0.0015204607244959818j),(-0.04884730820745924-0.00043493036061340766j),(0.9988061373408681+0.00022655153267533545j),(-0.055797911171368696+0.00044465482064824646j),(0.9984407641814782+0.0015607083733189969j),(-0.06264995293269414+0.004172827521225201j),(0.9980267284277379+0.0004693087784470862j),(-0.06974583132559746+0.0007572380041461768j),(0.9975640502592567-0.0009545850165504138j),(-0.07668226444089486-0.0008858766902570883j),(0.997052752226357-0.002203365486934016j),(-0.0836508390107876+0.0021010789770029865j),(0.9964928592490011+0.0003225904241406334j),(-0.09059477419313147+0.0006721466581610051j),(0.9958843986153538-0.0025297630745845434j),(-0.09758288121582609+3.370680785831951e-05j),(0.9952273999812136-4.98298770598072e-05j),(-0.10436214312112498+0.0019055413643383166j),(0.9945218953677262-0.0055777798790614j),(-0.11131227351631669+0.0014711082713160795j),(0.993767919160017-0.005721577787643858j),(-0.1182684505483404+0.0005308575326851174j),(0.9929655081059736-0.005638395688251517j),(-0.12513358547390654-0.005339922266161954j),(0.9921147013139127+0.004635779581356164j),(-0.1321341572587424-0.002207754635013135j),(0.991215540250964-0.005238613258612716j),(-0.13894500409909868-0.0013998468034907806j),(0.9902680687409275-0.00784080964322868j),(-0.14604124210612332+0.003090085270621516j),(0.9892723329624437+0.0016304021238365326j),(-0.15296523553488062+0.00178164435333562j),(0.9882283814459675+0.0017687749282978282j),(-0.1597057283130846-0.006157393069241795j),(0.9871362650723409-0.004261576293950756j),(-0.1665621591998939+0.008113796878651078j),(0.985996037069984+0.0017402023106867053j)
(-3.614579717927471e-13+8.641169377265889e-13j),(0.9999999999994469-4.736662451154672e-14j),(-0.006980903282718933-2.5420715197584272e-05j),(0.9999756307048507+6.586723250666155e-05j),(-0.013941087775303434+0.0002922785982901466j),(0.9999025240087575-0.0007093128322374076j),(-0.020941423577399056+2.9838955212958124e-06j),(0.9997806834742978-0.00020425532164706486j),(-0.02791692375565638+0.00013590758143190197j),(0.9996101150398097+0.000494778900068161j),(-0.03487463167862511-0.0011859079610328565j),(0.9993908270185574-0.0005731995091312961j),(-0.04186908500511062-0.0006937261335979595j),(0.9991228300983173-0.0002623739928227977j),(-0.04880455173694014-4.15776302015447e-05j),(0.998806137340845-0.0021009546015521383j),(-0.055816650231918875-0.0006182261131226414j),(0.998440764181423-0.0003997162553433754j),(-0.06278264319831028+0.0008811298195055732j),(0.9980267284277332+0.00046115725172129075j),(-0.06921633494366594-0.008048170941250567j),(0.9975640502593225+0.0032080446710367055j),(-0.07671631960705827+0.0004733220902319135j),(0.9970527522263548-0.0004376630049555035j),(-0.08367706031740789+0.00024506738766472244j),(0.9964928592489558-0.0002664270361280882j),(-0.0905259574757523-0.0017845059276691j),(0.9958843986155219+0.004016360891610738j),(-0.09739200667394858-0.005634586686822884j),(0.9952273999813104+0.002338972904532114j),(-0.10437335271278943+0.005247650315588584j),(0.994521895367697-0.0022056842052340896j),(-0.11137706319949214-0.00451440929575033j),(0.9937679191600745-0.0003045470857835422j),(-0.11800243932872394-0.0045676411759015476j),(0.9929655081061382+0.008605851322756543j),(-0.1252650305799453+0.003759128579912496j),(0.9921147013139658+0.0017206108569840332j),(-0.13216384971452586+4.355786710811757e-05j),(0.9912155402510404+0.00494648310177171j),(-0.13896752803316945-0.0002754610320829763j),(0.9902680687409491-0.0075566066843321435j),(-0.1459948118639751+0.00469140622625747j),(0.9892723329624741-0.0019382596140412392j),(-0.15291345170708529-6.829986657967343e-05j),(0.9882283814459317-0.00470507447614448j),(-0.15981103655191467+0.003612767687299217j),(0.9871362650724989+0.0030618104894862518j),(-0.16642881938484513-0.010534462951689555j),(0.9859960370699861-0.0015126300623348639j)
(1.827573704694104e-13-1.2900995376152746e-12j),(0.9999999999994624-2.2050070103141195e-13j),(-0.006969064808937473+0.000409815163787412j),(0.9999756307048474+4.671788898326368e-05j),(-0.01388760408268974-0.0013855050555573803j),(0.9999025240087619-0.00039662123649016057j),(-0.020941439647375788-5.8848656714667255e-05j),(0.9997806834743124+0.00019388883088963197j),(-0.027889441851099355+0.0013401557900243979j),(0.9996101150398186+3.0408620213865506e-05j),(-0.03489748582434864+3.221491694922751e-05j),(0.9993908270185293-0.000373249872124231j),(-0.04186237467932441-0.0006323562158394493j),(0.9991228300983052-0.000843852522904154j),(-0.0487887886372249-0.0007756281540044763j),(0.9988061373408875-0.002313549946458225j),(-0.055765162716468857-0.0017771107851297166j),(0.9984407641814452+0.0017688765127332109j),(-0.06275555034222148+0.0007176818234925515j),(0.9980267284277256+0.001968546876531054j),(-0.06975441031592951+0.00047552280910325437j),(0.9975640502592523-0.0002484930938758292j),(-0.07671030714466603-0.0011567221546121432j),(0.9970527522264083-6.948207469751992e-06j),(-0.08366460102594941+0.001421307941895517j),(0.9964928592489309+0.00044258751112215104j),(-0.09058500873408855+0.002668193181181457j),(0.9958843986154426+0.0012253697690652599j),(-0.09746135762017642-0.0015691311000755707j),(0.9952273999812683-0.004609113130555256j),(-0.10440551120888039-0.004320132960323813j),(0.9945218953677023-0.0026505308071028792j),(-0.11135109076897332-0.00502099355269629j),(0.9937679191600848-0.0010232572758423417j),(-0.11838160925550334-0.0021964930416731973j),(0.9929655081060237-0.0006853605225319755j),(-0.12529078273807973-0.0007091997590610022j),(0.9921147013139134+0.003183745010809362j),(-0.13222358949665322+0.001992795372724985j),(0.991215540251028+0.0021688501559563684j),(-0.13861959873475294-0.00047400601666688913j),(0.9902680687411359+0.012390891635122532j),(-0.14590575031895056-0.007160572255796843j),(0.9892723329624776-0.0006996161189180075j),(-0.1528430327516227+0.0063812655134351665j),(0.988228381445938-0.001718398494510484j),(-0.15985690063197255+0.002570372485621191j),(0.9871362650723798-0.0010764216021298323j),(-0.16634038475681098+0.003710197984654412j),(0.9859960370700439+0.011354545827137248j)
(-5.651372647541438e-13+5.2785033288760275e-14j),(0.9999999999994643-8.655662991907676e-14j),(-0.006971511359095105-0.0001087582125542906j),(0.9999756307048517-0.00035241506528589477j),(-0.013955450531070791+0.00040133144328338005j),(0.9999025240087556+0.00016374787810624798j),(-0.0209402223045592+0.00016210097352664394j),(0.9997806834742995+0.00025644431001118403j),(-0.02792042218492233-4.8845244670048596e-05j),(0.9996101150398041-0.0002560237915567873j),(-0.03474771968659531-0.00019691721471206541j),(0.999390827018497-0.0032453151456052335j),(-0.0418653994006399+0.0005881034351879321j),(0.9991228300983062-0.0007161303140864562j),(-0.04883964374856579+0.0005614434878997258j),(0.9988061373408976+0.0008209682068799134j),(-0.0557690852491306-0.001766498924312035j),(0.9984407641814745+0.0016519780994776693j),(-0.06276893661309685+3.307660045091289e-05j),(0.9980267284277312+0.001645856964874401j),(-0.06957362527792466-0.0018103343450093096j),(0.9975640502593494+0.004711579810319742j),(-0.07670524511466431+0.0005613034647610204j),(0.9970527522263525+0.0013414868928339077j),(-0.08360158720895261+0.0034752187833891994j),(0.9964928592489845-0.0008239752698615058j),(-0.09061590023951019-0.001584569034634744j),(0.9958843986153744-0.0007157919800916349j),(-0.09757649384440992+0.0010700043649356137j),(0.9952273999812734+0.0003244458395054821j),(-0.10449387033228237+0.0024913565492792568j),(0.9945218953677156+0.0010118491166771146j),(-0.11141425651702672+0.002417245633240946j),(0.9937679191600532+0.0025185741051646088j),(-0.11825381153960689-0.004675145366010557j),(0.9929655081059493-0.003698483872610129j),(-0.12531732387447703+0.0015064225563253862j),(0.992114701313934+0.0013109018580018195j),(-0.13224054006145208-0.001955500861139157j),(0.9912155402510495-0.0006069138072849044j),(-0.13916413049764895+0.0014826552822126316j),(0.9902680687410466+0.0005463945060656776j),(-0.1459959919373321+0.004617010219407849j),(0.9892723329625155-0.002026027808198499j),(-0.1529807935893723+0.0009455601791506034j),(0.9882283814459597+0.0008054888569230321j),(-0.15983294981778645-0.0019515231710510346j),(0.9871362650725108+0.0034079154110839465j),(-0.16674211315608672-9.359795142223001e-05j),(0.9859960370699699+0.002978895916566005j)
(3.8629510586732964e-13+1.719761485996507e-14j),(0.9999999999994609-8.690270725253413e-14j),(-0.0069677818033171655+0.0003423709286106344j),(0.9999756307048406-0.00026607187381358713j),(-0.013960856902460244+0.00018939334459104032j),(0.9999025240087573-3.293210496616711e-05j),(-0.020941902595774057+5.8574587552207014e-05j),(0.9997806834742884-0.00013503805507919736j),(-0.027891368184892646-0.00014831591545478445j),(0.9996101150397856-0.0012913141425383939j),(-0.03484291354671169+0.0013188262501901207j),(0.9993908270185353-0.0014855783420879773j),(-0.0418508697089438+0.0008876764472478087j),(0.9991228300983378+0.0011345088508278364j),(-0.04874647287644522-0.0029268061093619072j),(0.9988061373408947+0.001230933456319392j),(-0.055616859003315075-0.0010479784614628868j),(0.9984407641814004-0.004659093854487924j),(-0.06277590364451609-3.263092010351125e-05j),(0.9980267284276875-0.0013543262775931439j),(-0.069731006713718+0.0017873998272925355j),(0.99756405025927+0.000597941274430339j),(-0.0766515022022662-0.0011459406834789763j),(0.9970527522263999+0.003007209134586692j),(-0.08352625374191176-0.005026756049731497j),(0.9964928592489898-0.00027950695515045754j),(-0.09060550338506378-0.0022071537432830114j),(0.995884398615418+0.00018926704928925314j),(-0.0975313991818256-0.002568494369322641j),(0.9952273999812241-0.0018577771265084614j),(-0.10451473637206263+0.001619192951297859j),(0.9945218953677395+0.0004977231425034503j),(-0.11131827623744459-0.0031951547741745807j),(0.9937679191601625+0.0048327226780848515j),(-0.11835012577427871+0.003289026624457297j),(0.99296550810602+0.001389152162839578j),(-0.12516944786992643+0.0027714620187512147j),(0.9921147013138754-0.00577475142186917j),(-0.1321110745236245-4.1719539301474096e-05j),(0.9912155402510069+0.006197984470774069j),(-0.13906709880368728-0.0044906882968956795j),(0.9902680687410618+0.0030541414019945173j),(-0.14590502857130536-0.0033779503572691078j),(0.9892723329624-0.0063689342142671055j),(-0.1527663608278422+0.007696240181668581j),(0.9882283814459586-0.002805884904853298j),(-0.15969418288823248-0.004068716687810458j),(0.9871362650723576-0.006573254450132711j),(-0.16653283848584188-0.007163239135568647j),(0.9859960370698648-0.005226527753979134j)
