0 Ex,0 Ey,3 Ex,3 Ey,6 Ex,6 Ey,9 Ex,9 Ey,12 Ex,12 Ey,15 Ex,15 Ey,18 Ex,18 Ey,21 Ex,21 Ey,24 Ex,24 Ey,27 Ex,27 Ey,30 Ex,30 Ey,33 Ex,33 Ey,36 Ex,36 Ey,39 Ex,39 Ey,42 Ex,42 Ey,45 Ex,45 Ey
(0.9994421923656087-0.0176275975590095j),(2.342136353773506e-13+0.028364977040456124j),(0.994483981036711-0.006333389395946947j),(0.104528463268329-0.0059413807886600865j),(0.9781427977957797-0.002033201191632774j),(0.20791169081719238+0.002293912270322269j),(0.9502208184200601-0.03528538387053243j),(0.3090169943746091-0.018542791394656324j),(0.9134383667573822+0.008164055455851376j),(0.40673664307561763+0.01135788327590674j),(0.8656422100200872-0.017797784203690124j),(0.49999999999959677-0.018622650407508202j),(0.8083759332745584+0.029734758130239375j),(0.5877852522919678+0.012356854304571814j),(0.7429769432540922-0.00825293656051369j),(0.6691306063586823+0.013467830703156606j),(0.6678812187271105+0.03193259325718857j),(0.7431448254775583+0.025509910314664874j),(0.5866684076005625-0.03323747385727491j),(0.8090169943745916+0.014385849540077544j),(0.49973607780428253-0.007720439133055534j),(0.8660254037841322+0.014291513559457425j),(0.40557979850780757-0.023677954352797542j),(0.9135454576422474+0.019469934261561427j),(0.3088979078111834+0.005640928081217116j),(0.9510565162946948-0.006462607256336649j),(0.2078347210377566-0.00564812851573522j),(0.9781476007332391-0.00031393336516897553j),(0.10451827249677866+3.209738028335171e-05j),(0.9945218953677925+0.0014592179437837647j),(-2.4994753164007397e-13-3.132199360988963e-13j),(0.999999999999461-6.419309528382655e-13j)
(0.9999001367355327-0.014048171253135658j),(7.337117542493422e-13-0.0015379985243617338j),(0.9932625833103422+0.016095424770474914j),(0.1045284632683138+0.0473727586558126j),(0.9773305402719504+0.03993462366391772j),(0.20791169081736258-0.0017232831524632525j),(0.9509334599044201+0.013293209728936918j),(0.30901699437435465+0.007572489414714906j),(0.9125871284720574-0.04095726183318105j),(0.40673664307528906-0.008516972989406915j),(0.8659900206953399+0.006216185442667137j),(0.49999999999891664-0.004758476074409471j),(0.8086521842025416+0.019397818219476316j),(0.5877852522919683+0.014624186120707018j),(0.7423832525713356-0.019267071672179444j),(0.6691306063581559-0.027570235479934837j),(0.6688219907970437+0.006301261861245709j),(0.7431448254767176-0.01931856856171838j),(0.5864655106434918+0.039322408897252414j),(0.8090169943744373-0.0018589772526665j),(0.49999647386730584+0.0005143104655727707j),(0.8660254037841678+0.0018059912405243212j),(0.40665127154021435+0.0003471151124687169j),(0.9135454576421574-0.00832584446848023j),(0.30874385349291256-1.1322128250900593e-05j),(0.9510565162945124-0.012989827358509518j),(0.20766852129720142+0.010044980249914421j),(0.9781476007334533+0.0003934619476104531j),(0.10426408763510386-0.005282091052992422j),(0.9945218953677406+0.005224861413546975j),(4.543012343171244e-13+4.963772448629555e-13j),(0.9999999999994595+1.5551275545089283e-13j)
(0.99801801152937-0.051542577766394204j),(2.8256357206078495e-13+0.03610278852032314j),(0.9933635965714924+0.024509222216595426j),(0.10452846326681471-0.04125364709631654j),(0.9779880196226051-0.0037075709536547666j),(0.20791169081768957+0.01727472756353859j),(0.9505451717048249-0.030320378707764474j),(0.30901699437459335-0.0072834312074473734j),(0.9122038589304313-0.04389083412497664j),(0.4067366430759474+0.022869578272294553j),(0.8660151693997682-0.0033012511092205725j),(0.4999999999992007-0.002613065293553397j),(0.8085353431463564-0.026690872530443763j),(0.5877852522920279-0.00816660232981491j),(0.7400504464704857-0.05368344339503939j),(0.6691306063580837-0.04132379723331889j),(0.6689180550745517+0.00833163287712244j),(0.7431448254772509+0.014662464121634057j),(0.5874155362022383-0.015013759427173956j),(0.8090169943742411-0.014459518271530209j),(0.49973703143899956+0.0133428399584286j),(0.8660254037844579+0.009212384558358483j),(0.40668005686833336+0.006656680610050685j),(0.9135454576420002+0.00131025546662866j),(0.3084729511390525+0.01806298462063917j),(0.9510565162945027+0.0031096325874405625j),(0.20784948442586573+0.0036018874657552085j),(0.9781476007332992+0.0035901823319420467j),(0.10451756452448692+0.00010799207475721637j),(0.9945218953676995+0.0015055486433974332j),(-1.8585616335822802e-13+8.379538382619067e-13j),(0.9999999999994447+5.605706870914773e-13j)
(0.9996437345758795-0.02194899593738634j),(4.4465667571320977e-13+0.015187017459460429j),(0.9935923975713612-0.0059121275153754095j),(0.10452846326684236-0.04257927433033723j),(0.9769956810269215-0.011857611009574807j),(0.2079116908184536+0.04595176966885128j),(0.9486988350796636-0.04155471716293064j),(0.3090169943740645-0.05246163347467521j),(0.9117118479991095-0.0002864336965808772j),(0.4067366430763121+0.057850906229652596j),(0.8658082901163001+0.004377216257761628j),(0.49999999999931366-0.01889033465156336j),(0.808566727196457+0.024084645649810978j),(0.587785252292731+0.012176809958564891j),(0.7429724022073256+0.01593972705288356j),(0.6691306063582673-0.0014718332875495897j),(0.6680041850920362-0.03718492812587474j),(0.7431448254770062+0.011111173898750652j),(0.5870264509133918+0.00583600901324529j),(0.8090169943742541-0.029281218201218408j),(0.49952879036183223-0.021604031707344422j),(0.8660254037840031+0.0020623804892677088j),(0.405868396086568-0.009555118884484966j),(0.9135454576417464-0.024783897640774235j),(0.3089023260130886+0.008190844117870463j),(0.9510565162946734+0.0019405846202620886j),(0.20790307100606287+0.0003805157280499811j),(0.978147600733163+0.001854576206018586j),(0.10447636447475075+0.0023428227898632595j),(0.9945218953677346-0.0023238073451159937j),(4.640160562880776e-13+3.0320884691903416e-13j),(0.999999999999453-4.471631398494935e-13j)
(0.9989872300806841+0.02884367091843936j),(-2.97553119209867e-13-0.034533415447120096j),(0.9941761190149194+0.005026650027776125j),(0.10452846326724083+0.025736696286260356j),(0.9756721315063698-0.006028952628406719j),(0.20791169081663136-0.06928399781039263j),(0.9495398975206645+0.050715933869756466j),(0.3090169943745319-0.017617441774335423j),(0.9109806517320218+0.03339273200613936j),(0.4067366430747982-0.05970327292634671j),(0.8649607148960474+0.03620078714235106j),(0.4999999999996967-0.023075196552676015j),(0.8078973364414901+0.00013535013909959752j),(0.587785252291704-0.04254847398323315j),(0.7430842882299385+0.008612523412089j),(0.6691306063583244+0.003974501185332777j),(0.6686785299722416-0.023119182067536072j),(0.7431448254769661+0.0083842316496481j),(0.587578916349053-0.01076592991368868j),(0.8090169943743909+0.011252316537879304j),(0.4992652747734946-0.02700453166145902j),(0.8660254037841758+0.002222762791972352j),(0.40669044895768774-0.005322084483841359j),(0.9135454576420498-0.0030415397101137337j),(0.3087644413010187+0.0024120776047049444j),(0.951056516294897+0.01225579379788571j),(0.2078909113996825-0.001973058707000536j),(0.9781476007332754-0.0021788013662016794j),(0.10449191427081023+0.001216320106595642j),(0.9945218953677541+0.002481944895372565j),(7.280756595982659e-13+6.303638167004522e-14j),(0.9999999999994664-9.303755682532611e-14j)
(0.9989265932648292-0.039418896144007357j),(1.3289615544685084e-13+0.02432718425714199j),(0.9944926466598002-0.006765046659020258j),(0.10452846326795276+0.0035228183200358373j),(0.9773225766105914+0.03157871937767108j),(0.2079116908178619+0.02482125197815326j),(0.949779559119106-0.04287698487311801j),(0.30901699437456526-0.024266240627813455j),(0.9133498592512861+0.014105888249101115j),(0.40673664307502283-0.012584184567767435j),(0.8641680933911419-0.010899819398482365j),(0.5000000000008523+0.0556300305570729j),(0.8083451505242224+0.031583113295985975j),(0.5877852522918707-0.009440432485664303j),(0.741224688442884-0.039637579508559555j),(0.6691306063578889-0.035763880765898176j),(0.6680263545254422-0.01812568709499285j),(0.7431448254774499+0.03388240681720319j),(0.5869260763716289-0.024366747393806086j),(0.8090169943741038-0.02038492848240072j),(0.49904667656404006-0.019570182640460693j),(0.8660254037839518+0.023862576590649085j),(0.4060614409838251-0.022263027114448202j),(0.9135454576421435+0.007291130923399895j),(0.30884458395240266+0.008614534575272345j),(0.9510565162945551-0.005684678521459615j),(0.20782153136388642+0.003379457663873044j),(0.9781476007332945+0.005105051036502998j),(0.10445639043419702-0.0016914011521130187j),(0.9945218953676003-0.00349303492004754j),(-8.241998905827448e-14-2.20946524964738e-13j),(0.9999999999994517+1.8603261292549078e-13j)
(0.9989346930046382-0.03369956721209881j),(1.7011043828555516e-13-0.03152488350874289j),(0.9943943739251446+0.008591534810406663j),(0.10452846326730776-0.013409511601395778j),(0.9773045438227115-0.04032037298659828j),(0.20791169081768057+0.004777548099274376j),(0.9504961166560512+0.0012673481538889083j),(0.30901699437509117+0.03261936904033226j),(0.9114302676908336-0.056756773443306666j),(0.406736643075449-0.025275264268508627j),(0.8655550542856688-0.009034949831474242j),(0.4999999999995801-0.027070605484980442j),(0.8084379558299639+0.028787168269693665j),(0.5877852522918083-0.010385937782249118j),(0.7429186930171395-0.018275901139142674j),(0.6691306063581719-0.0014278084123560556j),(0.6675509028574145-0.024432679804887683j),(0.7431448254776372+0.03891792153370499j),(0.587425899005287-0.01740194567091044j),(0.8090169943746826-0.010931069322757319j),(0.49975663765079736-0.015589319285885979j),(0.8660254037839472-0.0005255929222170424j),(0.40607023347918597+0.023058243274715687j),(0.9135454576422056+0.0031590693942112995j),(0.30874163857027836+0.010819879389084495j),(0.9510565162945197-0.00728241962453708j),(0.20751805586009936+0.002512298432248098j),(0.9781476007334894+0.012538581532861531j),(0.1044401587492434+0.001310198436867676j),(0.9945218953676894-0.004090996658410915j),(-3.2902547111960565e-13+6.350779277464191e-14j),(0.9999999999994583+2.2730748490060182e-13j)
(0.9998534043151669-0.009853924019694187j),(1.5012898503600516e-13+0.014002501903834851j),(0.9932960062087379+0.03753754187223567j),(0.10452846326767565+0.032058967008268276j),(0.9773114234490874+0.04001093762555295j),(0.20791169081771116+0.005851092749439867j),(0.9509848044503425+0.011488377474472983j),(0.30901699437504787-0.0021014456345287433j),(0.912706687286657+0.0009767352985484198j),(0.4067366430763959+0.03912610571099766j),(0.863855161878282+0.04333169636384709j),(0.49999999999926564-0.04332001138092464j),(0.8086950487365815-0.01399758089475789j),(0.5877852522918032-0.01802451289643486j),(0.7430452054933531-0.004005337754609185j),(0.6691306063581772+0.011489625598910674j),(0.6690899891872726-0.0035474021345786033j),(0.7431448254772103+0.006463023500794159j),(0.5875982157668626+0.013857207041543366j),(0.8090169943745187+0.005274225318738959j),(0.49941011434680593-0.00301852307574103j),(0.8660254037845327+0.024092036137950586j),(0.4062692749949777+0.002617264178536218j),(0.9135454576423951+0.019316390530599265j),(0.30811507959467216-0.013703911629651858j),(0.9510565162943702-0.019204253313765955j),(0.20770221548228127+0.0009292341880224736j),(0.9781476007333566+0.009284254739770471j),(0.10448084117410143+0.0023435848130297313j),(0.9945218953677389+0.0021121247266530207j),(4.161246884693717e-13-1.3516375518829449e-12j),(0.9999999999994588-6.276923425474479e-14j)
(0.999583672264137+0.027220008838486628j),(6.857829194291046e-13+0.009568346803299231j),(0.9914989000740461-0.004041120015716264j),(0.10452846326661379-0.07737829713086167j),(0.9768443504359098+0.033093683441698246j),(0.20791169081816735+0.0381136715318503j),(0.9508470898765206-0.019894065906191485j),(0.3090169943744348-0.001592168859275967j),(0.912348476298338+0.031563321743154855j),(0.4067366430751503-0.03448648569235484j),(0.8648997962051588+0.039482148272065996j),(0.49999999999964234-0.01973581747167843j),(0.8086571943644402+0.0017740611108127396j),(0.587785252292707+0.02406017239778569j),(0.7421030936432734-0.029317465013306995j),(0.6691306063585716-0.02622434524158481j),(0.6689391659047105-0.015951004358468347j),(0.7431448254771023-0.0013138280477598876j),(0.5875442008358774-0.01622536363706963j),(0.8090169943741821+0.0044779963851572895j),(0.49879273788801054+0.02653946908782902j),(0.8660254037843218+0.022393329582963258j),(0.4066465661218302-9.725369029323257e-05j),(0.9135454576418862-0.00855906676080827j),(0.3089117598282558+0.007383267362126793j),(0.9510565162947635+0.003242655554449669j),(0.20763188371069427+0.01075121378119823j),(0.9781476007331693-0.0008267090345679788j),(0.10451580961955335+0.0015376007989727246j),(0.9945218953677329+0.000530053251198404j),(-3.137674433012526e-13-1.5492988836296462e-13j),(0.999999999999453+7.737265689256034e-13j)
(0.9991128485688221+0.022148733445045032j),(5.13125658575619e-13+0.035818283463356596j),(0.9938147326767083-0.0012894814536192256j),(0.1045284632684001+0.0374755215819431j),(0.9780912525156201-0.0008336500543278484j),(0.2079116908178904+0.010465925665841983j),(0.9504035749235848+0.016044410725164337j),(0.30901699437550034+0.03137066851159364j),(0.9132938115871725+0.017277811551008056j),(0.4067366430752891+0.01269622476308991j),(0.8640480281642724-0.0339287098879268j),(0.4999999999999264+0.04764291835807578j),(0.808929550102914+0.0079769178567445j),(0.5877852522920551-0.008823204553883484j),(0.7430599182767184+0.010427638685289856j),(0.6691306063583571-0.004177778760862459j),(0.6689039805148922-0.013708060822604128j),(0.7431448254761128-0.010738821479328427j),(0.5870894572330081-0.021473392575786218j),(0.8090169943743672+0.018877643642586345j),(0.4999841062392739+6.744436237742825e-05j),(0.8660254037840989+0.003986095693207814j),(0.40640374882155983+0.008466975209683395j),(0.9135454576420808+0.014106739347053698j),(0.308890823663577+0.0028771239200044863j),(0.9510565162948003+0.008347695878825058j),(0.20741574980450644+0.010606914099378736j),(0.9781476007331328-0.009668054885142024j),(0.1043739512409626+0.005676944473297173j),(0.9945218953677238+0.00022413586709888605j),(-3.731121149857741e-13+2.6195636371878495e-13j),(0.9999999999994649+5.31269472858753e-13j)
(0.9997978607352481-0.020089593464570562j),(-1.043101020640142e-13+0.0008036805586756422j),(0.9942089088535695+0.006911722975966388j),(0.10452846326786339-0.023972359235980234j),(0.9778452152283532-0.00680249370355368j),(0.20791169081860686+0.023349303075863644j),(0.9506521098972011-0.02384206724937983j),(0.30901699437481983+0.014164002387325547j),(0.913394823079293-0.013885415305279706j),(0.40673664307596347+0.009077201762873409j),(0.8648968398613791+0.041309509340488604j),(0.4999999999997654-0.015715623910811494j),(0.8074957036442302-0.0025487168263806717j),(0.587785252291868-0.04952463857177446j),(0.7429015501858475+0.018712786390767986j),(0.6691306063586633-0.0033689746084580993j),(0.6687139732347639-0.022291140395878907j),(0.7431448254767677-0.007777880584679648j),(0.5871166122295103-0.02535277230627064j),(0.8090169943741816-0.011950874158669677j),(0.4999690548926297+0.001478306262347317j),(0.8660254037841637-0.005362719435130986j),(0.40655593686426167-0.009601026521839928j),(0.9135454576421737+0.007401845067683682j),(0.3087939224624397+0.011610763111252226j),(0.9510565162945771-0.0017339096772825795j),(0.20787604993234168+0.0032160059725148027j),(0.9781476007332351-0.002115738370313672j),(0.10448460381068078+0.0028833515211603446j),(0.99452189536777+0.0009238417363197204j),(4.097385596506446e-13-3.552566227305043e-13j),(0.9999999999994479+7.673688073861484e-13j)
(0.9980938641768479-0.03189791240217874j),(7.903260100476016e-13+0.05283144400525981j),(0.9921819421976622+0.007575659857500169j),(0.10452846326837177+0.06775989462902682j),(0.9773100102629565-0.03622518524291354j),(0.20791169081795768+0.01804462839603927j),(0.9508539912126412+0.01610796078842723j),(0.3090169943747601-0.01121241190042926j),(0.9135396968219144+0.003023533037308709j),(0.4067366430760093+0.0011763318201755957j),(0.8649614889214813+0.009445217206772636j),(0.5000000000007951+0.04186180302705111j),(0.8040646006967169-0.0540673786726239j),(0.5877852522911985-0.07117115748476312j),(0.7425542865148432-0.024733448460037034j),(0.6691306063586742-0.016297844600625652j),(0.6680931359659177+0.00018592376807401167j),(0.7431448254773465+0.03724641556836704j),(0.5873049483066437-0.023708768780356184j),(0.8090169943745322+0.0015148562695546722j),(0.4996196396466313-0.012914764288629936j),(0.8660254037838301-0.014609056871274326j),(0.40657715243061554+0.0018821886441064695j),(0.9135454576421564-0.011232689240764336j),(0.30884993271706335-0.00553724346520473j),(0.9510565162948429+0.008518263175572825j),(0.20785793109517564-0.002063837670210098j),(0.9781476007332309-0.004253496635248788j),(0.10429174018365413-0.001880436278729844j),(0.994521895367801+0.006774697175686605j),(-2.5727623714545076e-13+1.0785122794843005e-13j),(0.9999999999994579-5.729184487934802e-14j)
(0.9990436583036705+0.03161114527305843j),(2.8550616687479177e-13+0.030207686050554704j),(0.9939670061126656+0.008326226815370388j),(0.104528463267156-0.03215688219072528j),(0.9772992722142867-0.017919596868337214j),(0.20791169081761024-0.0365752566312201j),(0.9499355632757313+0.007441760264891477j),(0.3090169943756171+0.045558127859184366j),(0.9127010055875272+0.03912377247622041j),(0.4067366430755178-0.0033923450910635098j),(0.8649002381382243+0.03463097437260193j),(0.4999999999996972-0.02735459159996958j),(0.807678058227862-0.036331622537990174j),(0.5877852522917041-0.02906311490950859j),(0.7426391232388104+0.026929999262882788j),(0.6691306063588289+0.005112671273603467j),(0.6672569823794836+0.04962502635290607j),(0.7431448254768842+0.006422195192362628j),(0.5876482252705026+0.0026195945955581057j),(0.8090169943743748+0.012417885203279466j),(0.49980852801734493-0.0041462551529974565j),(0.8660254037835025-0.013200147341898371j),(0.4065949282181095-0.005685803156621941j),(0.9135454576423506+0.009106745285872417j),(0.3086705844259389-0.00981478513692507j),(0.9510565162945048+0.010846341112793827j),(0.20772602301233287+0.007821057179883326j),(0.9781476007332491-0.004000200842050921j),(0.10416471370885165-0.004938324740201075j),(0.9945218953678259+0.007178091642008812j),(-2.04486659048267e-13+3.306018653281839e-13j),(0.9999999999994627+5.370591124598256e-13j)
(0.9993585819407934+0.03131098112776668j),(7.654219844145672e-13+0.0173795040452824j),(0.992723405399978-0.031335784719999905j),(0.10452846326635647-0.05091276198580652j),(0.9742118167394788-0.08601656755063125j),(0.20791169081780933+0.01688831110705785j),(0.9473476628917243+0.06639362787087368j),(0.30901699437446306-0.05131071017152962j),(0.9131612785949859+0.005002314509956815j),(0.40673664307545393+0.026014597879550506j),(0.8657866648589464-0.017425853580421816j),(0.499999999999818+0.010478099943153832j),(0.8085989331867476+0.022490411670463648j),(0.5877852522919018-0.013055413403290495j),(0.7426575851482482+0.01717707630102268j),(0.6691306063585201-0.020709681423035704j),(0.6686694815247786-0.024827451764556727j),(0.7431448254770123+0.0007003441057989966j),(0.585725166427766-0.04814007603965509j),(0.8090169943744465-0.010003264681084978j),(0.49990922584913217+0.0016935400035861786j),(0.866025403783906-0.009375384418407112j),(0.4066260401957862-0.003889625494744804j),(0.9135454576420198-0.008650495288652514j),(0.3089449967802896+0.004945932012468514j),(0.951056516294566-0.00447543668016427j),(0.20779125813974975-0.006951299435139796j),(0.9781476007331539-0.0013204755821101671j),(0.10444199155111902-0.0035708621001060703j),(0.9945218953676994+0.0023062909236887252j),(-4.3334977591703203e-13+8.777297465234479e-13j),(0.9999999999994507+8.200731760332758e-14j)
(0.9996502618572385+0.023350056093400517j),(-1.2774937005742086e-13-0.012414863992483094j),(0.9941991699604262-0.022800513323057377j),(0.10452846326683686-0.0110429800352238j),(0.9780686364448833+0.011707100660444333j),(0.20791169081754624-0.004173130377602228j),(0.9475563457061222+0.04540511695570183j),(0.309016994376056+0.06770409331692782j),(0.9112648343602068-0.05211224334775904j),(0.40673664307606794+0.03802655558625402j),(0.8650841312017067-0.037200590865859834j),(0.4999999999993984-0.015670417405080767j),(0.8084404050758989-0.010675950406339332j),(0.5877852522915215-0.02861175826627691j),(0.742508338062326-0.02982879812465649j),(0.6691306063583135-0.007472773496459306j),(0.6690592515343161+0.009031180993827546j),(0.7431448254764376-0.003731497372987041j),(0.5876487958112165-0.00021682830877311522j),(0.8090169943749912+0.01266288191795275j),(0.4994723281579323+0.007607318275198798j),(0.8660254037835172-0.021668458958822544j),(0.4058964733658649-0.025906426943803088j),(0.9135454576420678-0.0034068713824425174j),(0.3085553201914182+0.014055416263460001j),(0.9510565162946879-0.009357481901620869j),(0.2076746567707709-0.009383433107151631j),(0.9781476007332144+0.0032340836468525737j),(0.10446435909939147+0.0022406377400574704j),(0.99452189536774+0.002894279451439852j),(-4.823942622829788e-14-8.547468288711002e-13j),(0.9999999999994567-6.585461342911714e-13j)
(0.9988505774851079+0.045285402260743624j),(8.53077612652891e-13+0.01570847537311225j),(0.9898700601344506+0.09077885067416375j),(0.1045284632675315+0.031468471290743996j),(0.9776246450449835+0.02843843687031156j),(0.20791169081813515+0.014630021496343612j),(0.9506268927006596-0.0012634531384887555j),(0.309016994374589-0.028555415369898973j),(0.9133632028863707+0.0038886012758189248j),(0.40673664307485435-0.017828111853956833j),(0.8649744538915322-0.036724779231296925j),(0.49999999999999234+0.021690659378937764j),(0.8083711764246176+0.025107188600959517j),(0.587785252292901+0.02035110297376673j),(0.7408447698495441-0.031119507258142477j),(0.6691306063586473+0.049445271639931655j),(0.6674701368598556-0.005331408470573611j),(0.743144825476228-0.046807700763673674j),(0.5871297920504833+0.027732077751562768j),(0.8090169943746484-0.0010207655037676108j),(0.4990613797026046-0.02169768674122089j),(0.8660254037843547+0.02160901845128085j),(0.406501255187528-0.012022771088518092j),(0.913545457642068-0.006846847942623243j),(0.30899637588551493-0.0003053408698775791j),(0.9510565162946171-0.003556581085779615j),(0.2077302664044442+0.00409710463279379j),(0.9781476007331419-0.007656456887948248j),(0.10415191532054767+0.00022506988222919383j),(0.9945218953679094+0.008861574991604875j),(-2.8279549968785042e-14-9.369146083959556e-13j),(0.9999999999994565+1.3578027591165664e-13j)
(0.9993600748905493-0.032838726899030724j),(-4.829132109738321e-13-0.01417951794694642j),(0.9943561789464237+0.016231389009090977j),(0.10452846326715107+0.008132144100421467j),(0.9780219110313876+0.008632459970711357j),(0.20791169081716918-0.013090110682799473j),(0.949275730728338+0.057640542196113906j),(0.30901699437436236-0.007851887171254457j),(0.9116035940096145+0.051574396060308454j),(0.40673664307537183-0.029736715325417648j),(0.8657481562780774-0.02053447680853965j),(0.4999999999998153+0.007646251521399509j),(0.8085065564872926-0.028594144190180665j),(0.5877852522918903+0.002831999666436883j),(0.7424895971508023-0.015799086577353058j),(0.6691306063584828-0.026903877403776345j),(0.6687319947524066+0.012484223596242214j),(0.7431448254771382-0.019427602041047085j),(0.5874478800460794+0.010373283977118796j),(0.8090169943743872-0.016996647352246767j),(0.49965106918079527-0.01338307273972967j),(0.8660254037840609+0.01302698852620789j),(0.40648871222449184-0.012576539580797682j),(0.913545457641898+0.006591988092638269j),(0.30841304533802466-0.01930386440048106j),(0.9510565162945245-0.0005070475115777524j),(0.20769888808459994+0.009308594625489735j),(0.9781476007332313+0.0013390792543132995j),(0.10452808488080575-0.00021915091045404472j),(0.9945218953677463+0.0001762869848970516j),(1.1986159701364239e-13+3.490853439647168e-13j),(0.9999999999994603+4.652406931926478e-13j)
(0.9988638087499717-0.009219813513760333j),(2.7922422879395285e-13+0.04675560508695341j),(0.99401066753981+0.008599697461509289j),(0.1045284632682587+0.030702416618008516j),(0.9774636649179371+0.009442137933703068j),(0.20791169081795385+0.035332118765292644j),(0.9490695734341817+0.04368085872790464j),(0.3090169943741086-0.04321370788345737j),(0.9100091462661763-0.029305053130493846j),(0.40673664307668267+0.0747654382081051j),(0.8659699775451163+0.007674826999139366j),(0.49999999999997036+0.00609056810934192j),(0.8049624074926147+0.04116320516722971j),(0.5877852522914546-0.06963914309892899j),(0.7429477483485211+0.009448087605710842j),(0.6691306063581853-0.014269144966097887j),(0.6686778833084435-0.008153257054473026j),(0.743144825477158+0.023220274307727648j),(0.5872081455843946+0.0013157130064271258j),(0.8090169943750413+0.026007027317293357j),(0.49929742469817623+0.023729719339097323j),(0.866025403783558-0.011789067405003635j),(0.40623079789795785+0.01458019582462266j),(0.9135454576420384+0.01409445101462264j),(0.30898981685525706+0.0036919115093486505j),(0.9510565162946741-0.0017792362156934943j),(0.20790536808265275+0.0006885730136590518j),(0.9781476007331874+0.0014679810705556457j),(0.10450975505455833-2.6418394116932073e-05j),(0.9945218953677103+0.001977380499566148j),(1.8996305429830327e-13-1.098749563555046e-12j),(0.9999999999994543+2.901984208492081e-13j)
(0.9996201889869195-0.0259820662455937j),(-1.7972094438358607e-13+0.009187491613632987j),(0.9944803233849326+0.007776358519434158j),(0.10452846326739618+0.004713280610028521j),(0.9756809031561238+0.05923535447508392j),(0.20791169081822727+0.03620327079904882j),(0.9499316156564612+0.031873938186809246j),(0.30901699437408947-0.033503355467164396j),(0.9134085785431506-0.014365884243650737j),(0.4067366430754817-0.006610082616720096j),(0.8648202399916086-0.030465485912230528j),(0.49999999999929434-0.03402655828203574j),(0.8086427637026906-0.0064585489413305j),(0.5877852522916257-0.023741631033892784j),(0.7421403392165558-0.03806800743028799j),(0.6691306063588595+0.006540286729747156j),(0.668197491632267-0.02935454866439638j),(0.7431448254766934-0.019651743310605003j),(0.5863097829115645-0.039795495799557226j),(0.8090169943743689-0.012192612050727688j),(0.4988638264190276-0.023385857290446933j),(0.8660254037844948+0.02424838898028356j),(0.4064450354469986-0.01491389419253297j),(0.9135454576422387+0.0038348064659755356j),(0.30845001863990934-0.01103049760880516j),(0.9510565162943752-0.015113468709387994j),(0.2078003911391691+0.004597480050485221j),(0.978147600733278-0.005013162500179495j),(0.10441319263476866-0.0036584875249375953j),(0.9945218953676995+0.003271132218442014j),(-1.572967836574948e-13-1.6366903492215368e-12j),(0.9999999999994715+1.8568480086855743e-13j)
(0.9983620193300773-0.047222738327573385j),(4.4054535153897717e-13+0.03230002078626534j),(0.993333128051209+0.0430151869504897j),(0.10452846326802671+0.022644884040970856j),(0.9779052589759653+0.018809738987483175j),(0.2079116908180556+0.010964807628636003j),(0.950169001135469+0.029151686568374215j),(0.3090169943750925+0.028940380744229312j),(0.912709418366936-0.014327646282052008j),(0.40673664307604557+0.036352982743402915j),(0.8655141212307457-0.001061498688970014j),(0.5000000000000583+0.02973515040264753j),(0.8082603030407515+0.007282352130972848j),(0.5877852522920315+0.03421618129960388j),(0.7429264168397649+0.017443251688470295j),(0.6691306063587222+0.004505969931946492j),(0.6689882308505354+0.00675798014990475j),(0.7431448254771491+0.012035159042526472j),(0.5874909555401127-0.01338524970000478j),(0.8090169943743086-0.012911818673394774j),(0.4983110606690651+0.006188509454768218j),(0.8660254037836864-0.04059296941328025j),(0.40638619654288916+0.015025595720917807j),(0.9135454576425253+0.007693344672233414j),(0.30887182206885355-0.0039174887643523455j),(0.9510565162946559+0.008622854865250598j),(0.20766796780561075+0.001020550751719456j),(0.9781476007334284+0.01001223261811106j),(0.10444700814388595+0.004073143752823447j),(0.9945218953677384-0.0006569800962601957j),(3.6837451713065785e-13+2.4029823270099726e-13j),(0.9999999999994611-2.5976096273971905e-13j)
(0.9993570140882891+0.029338797866898914j),(-3.342098761101612e-13+0.020610515060054062j),(0.9923244579099412+0.017836380903412462j),(0.10452846326689547-0.06362259123807058j),(0.975088939960129-0.014819417695102824j),(0.207911690816652-0.0758595600247823j),(0.9505747720412173+0.014739850649911023j),(0.30901699437502833+0.02643552057062784j),(0.912824851408037-0.030793452346122643j),(0.4067366430764064+0.019179601722494284j),(0.8650320927587568+0.041466161758425116j),(0.5000000000000503+0.00018953949796127016j),(0.808046385879543+0.039616963569197916j),(0.5877852522919643-0.00017790866820470604j),(0.7420855566923196+0.03718130076125356j),(0.6691306063585423-0.013813365102923678j),(0.6682852342376671+0.033458110048479144j),(0.7431448254766732+0.0033419961097571685j),(0.5870852348241788+0.024760166389871715j),(0.809016994374371+0.014469416854347295j),(0.4998124064331239-0.0043302920046865406j),(0.8660254037839606-0.012992572740512518j),(0.405983223556765+0.022533970932244976j),(0.9135454576422705+0.010224439571403579j),(0.30849845765047645-0.01743954373392028j),(0.9510565162945512-0.004008335590839598j),(0.2077802259849652-0.005897570710103579j),(0.9781476007332551+0.004457300533898848j),(0.1043001613120603-0.005313747307315177j),(0.9945218953677272+0.004409089807608114j),(2.192245030322258e-13+7.841331750579883e-13j),(0.9999999999994491+4.12496425905573e-13j)
