Ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
16500000.0,16014631.506004807,16013598.87896174,16013375.226801915,16016178.891131636,16015083.792772176,16013361.111399174,16014089.665958658,16012653.903868845,16014300.956709815,16013363.98298066,16012010.838521637,16012859.34074414,16015585.684381409,16013939.578721795,16015051.71870766,16011292.057688521,16013776.793138446,16017925.52054972,16015862.99002645,16014316.127844628
16600000.0,16107970.697739253,16107343.363440393,16107345.283493567,16108923.10882197,16108060.306319349,16107317.164157664,16107585.462797463,16107013.461955184,16107659.091907559,16107303.330302486,16106726.740062399,16107068.234212883,16108290.908080356,16107581.68822345,16108094.658160212,16106296.942683415,16107425.209301159,16109404.19805667,16108487.807855003,16107732.400976114
16700000.0,16201586.522340514,16201573.030796945,16201577.081654122,16201608.916448304,16201582.636720533,16201576.900742628,16201576.2296363,16201573.792632407,16201576.147929253,16201576.091898128,16201573.955781877,16201573.501663022,16201584.849731859,16201579.874846395,16201585.006859338,16201563.78542658,16201573.914003082,16201600.270068305,16201591.466583548,16201580.17183624
16800000.0,16295056.542071002,16296109.013041334,16295729.107374119,16293699.084106222,16295342.098429512,16295815.48730092,16295817.309043359,16296025.243025612,16295914.314721884,16295871.477056237,16296270.7295649,16296085.639127608,16295148.572211998,16295589.270716522,16295138.282648947,16296921.336395534,16296041.894295532,16294069.002621152,16294741.699980944,16295527.824930744
16900000.0,16388023.14964299,16390632.942950103,16389495.691501178,16384914.754911797,16388923.546461968,16389717.426422235,16389950.569445496,16390107.509096725,16390345.296725525,16389868.178612636,16390603.966824932,16390311.768816043,16388542.533605248,16389259.693492407,16388341.599782461,16392156.089695225,16390502.957986781,16386246.515684059,16387485.325054018,16389198.50643364
17000000.0,16480361.764362581,16484831.544385877,16482751.517897347,16475385.755643817,16481991.00633758,16483123.61137975,16483665.91851338,16483735.57773009,16484499.843169136,16483382.87190295,16484536.362425039,16484092.129715193,16481402.195983993,16482396.81423249,16480940.344056726,16487111.458633788,16484633.69807757,16477695.517796474,16479551.765672496,16482341.043983256
17100000.0,16572278.026049998,16578539.593207585,16575640.82672884,16565690.650013244,16574447.460533703,16576129.840544125,16576847.248436444,16577072.511760259,16578130.732220542,16576475.535470167,16578260.967729514,16577495.162463311,16573608.973687237,16575074.474026592,16572974.418692747,16581769.195507478,16578260.574234756,16568308.620641414,16570998.224503081,16574960.78446331
17200000.0,16664318.147505637,16671836.589086,16668592.644371575,16656803.808339305,16666522.442070752,16669113.798458695,16669659.011703376,16670534.232480926,16671236.513986237,16669485.389403516,16672192.950291228,16670847.498124165,16665386.386513518,16667671.35136443,16664830.805525841,16676289.476693558,16671460.020388208,16658413.070141643,16662263.044437341,16667375.991171703
17300000.0,16757303.105956422,16765073.888529425,16762266.679372918,16749972.833155574,16758774.475472732,16762691.941094082,16762556.503268769,16764731.127491556,16764113.02024426,16762996.246393004,16766904.467427196,16764697.69682744,16757307.148012372,16760832.740264118,16757212.83746437,16771000.942865532,16764587.500849703,16748771.436897766,16754131.347931081,16760195.574985515
17400000.0,16852199.913285147,16858833.078425843,16857441.82121615,16846522.02111631,16852019.67206371,16857617.89271795,16856226.254579276,16860357.665356137,16857328.5354988,16857742.35586382,16863013.624926962,16859724.015631057,16850223.51521557,16855369.945376717,16851041.143869136,16866344.70504254,16858236.33570959,16840501.849275973,16847630.46986698,16854230.417476133
17500000.0,16949930.125735193,16953827.305918638,16954854.47649713,16947547.116113886,16947198.997926958,16954630.824339207,16951468.956558965,16958039.087725505,16951634.929294955,16954464.038897198,16961038.38867396,16956596.13413313,16945134.26121007,16952105.130234092,16947293.20236803,16962782.43526541,16953138.321393885,16934930.537705492,16943859.417870324,16950347.784781124
17600000.0,17051111.87806981,17050755.49951486,17054994.34194388,17053483.48737983,17045184.74447598,17054260.93921219,17049031.541716043,17058148.199007124,17047826.00407699,17053720.10040153,17061233.264694452,17055800.68467612,17042986.83299171,17051664.6631489,17046776.154042285,17060681.551567737,17050015.87124931,17033355.207347464,17043738.37840534,17049270.350024536
17700000.0,17155766.68309927,17150118.731071237,17157889.04521784,17163654.1409795,17146526.181748234,17156617.939367995,17149395.88425939,17160628.08031519,17146548.864509545,17155679.28651253,17163448.10218888,17157455.551613115,17144409.10226557,17154241.278340034,17149840.24812326,17160196.898621395,17149393.95171603,17136678.43320295,17147676.687464096,17151331.52671203
17800000.0,17263105.399987064,17252024.725318823,17262957.86885893,17276109.93263871,17251172.218797527,17261232.378747992,17252558.03201944,17264893.314333715,17248084.576010674,17259953.500640653,17267074.24300785,17261171.980700865,17249403.20473676,17259396.141028337,17256102.80182983,17261180.65446881,17251396.938366085,17244926.39202886,17255236.28253611,17256245.253160335
17900000.0,17371575.509271417,17356044.49090131,17369047.855923515,17388094.944546238,17358288.039762598,17367057.375429373,17357884.090238348,17369895.585275054,17352153.667206205,17365575.453775562,17371139.735479068,17366051.67153797,17357124.266353935,17366026.55815855,17364343.840182923,17363162.002564102,17355595.696503658,17356849.532413535,17364993.29226337,17363014.244451456
18000000.0,17479267.513651703,17461215.790381,17474710.105133347,17497026.71789469,17466334.66625555,17472701.21040999,17464161.231564056,17474379.826980036,17457851.778860796,17471199.08127821,17474552.661341008,17470876.832315803,17465939.02133178,17472600.1971438,17472741.48332393,17465427.367048178,17461004.89262517,17469991.788999595,17474821.76460609,17470105.9898005
